580026,328534
600111,208775
600089,119004
600584,117184
600175,113900
600058,112382
600789,111995
600351,105527
601288,97908
600545,96014
600016,86625
580027,86381
600636,86359
600220,80603
600036,78742
600199,77584
600160,72276
600596,71937
600222,71267
601111,70806
600383,69399
600000,69396
600118,66225
600277,65943
600030,65787
600259,64972
601899,64404
600075,63263
600100,63042
600332,62911
600435,59855
600812,59250
600050,58550
600489,57735
601168,56981
601166,55683
600196,55637
600872,53505
600549,52538
600513,52279
600846,52040
600875,51846
600837,51558
600598,51041
600418,51021
600031,50836
600804,50722
600029,50076
600583,49220
601668,48739
600330,48272
600110,48123
600703,48109
600879,47774
601718,46989
600348,46464
600151,45952
600978,45533
600831,44876
600550,44434
600271,44347
600227,43814
600644,43804
600547,43409
600863,43388
600221,42793
600078,42599
601169,42496
600980,42147
600362,42064
600773,41869
600048,40931
601727,40905
600226,40478
600655,40375
600127,40185
600590,39659
600723,39508
600482,39262
600086,39198
600686,38240
601818,38190
600068,38165
600737,37961
600795,37451
600838,37441
600677,37327
601318,36687
600884,36635
600161,36407
600309,36235
600888,36065
600115,35805
510030,35728
601628,35376
600516,34994
600216,34922
600855,34557
600366,34402
600509,34144
601989,34097
600882,33993
600739,33851
600133,33429
600159,33280
600586,33246
600595,32902
600380,32798
600589,32785
600425,32625
600312,32536
600252,32527
601601,32469
600755,32009
600718,31910
600186,31811
600867,31605
600037,31289
601398,31154
600028,30861
600295,30539
600618,30074
600410,29757
600363,29580
600495,29036
600467,28934
600329,28724
600580,28699
600900,28637
600331,28565
601328,28557
600797,28503
600129,28345
600965,28135
600108,28129
600005,28112
600352,28080
600019,27928
601919,27838
600796,27834
601001,27796
601666,27766
600486,27544
601088,27522
600359,27503
601179,27337
600138,27334
600518,27305
600741,27298
601988,27007
600488,26900
600104,26820
600585,26556
600540,26489
600581,26377
600256,26137
600255,26126
600328,26069
601600,26057
601898,26022
600090,25884
600300,25882
601009,25756
600481,25698
600832,25650
600668,25562
600056,25354
600288,25343
600367,25314
600674,25256
601939,25160
600326,24956
600173,24770
600601,24727
600824,24650
600808,24312
600017,24149
600599,24070
600208,24042
600009,23912
600981,23724
600760,23719
600426,23694
600478,23562
601998,23535
600273,23389
600109,23368
601857,23348
600525,23327
600966,23300
600397,23209
600997,23204
600779,23116
600740,22995
601390,22797
600096,22669
600616,22497
600660,22383
600512,22334
600698,22182
601688,22125
600006,22124
601158,22028
600839,21860
600123,21836
600628,21577
600851,21567
600456,21556
510050,21255
600010,21159
600339,21065
600358,21031
600651,20999
601106,20935
601958,20889
601866,20796
600107,20757
600975,20740
600423,20720
601607,20712
600701,20667
600238,20647
600874,20548
600754,20515
601618,20443
600105,20417
601006,20405
601766,20242
600125,20224
600166,20009
600321,19876
600239,19787
600088,19734
600219,19711
600143,19704
600085,19698
600237,19659
600054,19568
601801,19404
600153,19391
600805,19306
600015,19213
600649,19174
600376,19078
600866,19053
600188,18918
601117,18854
600666,18818
600360,18814
600756,18711
600389,18643
600391,18558
600555,18554
600187,18476
600333,18475
600416,18474
600177,18399
601888,18315
600211,18302
600811,18272
600708,18272
600233,18259
600459,18222
600069,18147
600231,18130
600178,18092
600198,18060
600702,18017
600112,17906
600624,17897
600815,17839
600266,17750
600059,17708
600570,17686
600642,17657
600460,17630
600289,17586
600139,17507
600710,17500
600749,17350
600986,17345
600251,17341
600240,17256
204001,17201
600438,17147
600303,17076
600517,17024
600704,17011
600323,16966
600470,16942
600268,16786
600432,16783
600141,16635
600893,16627
600428,16599
600258,16587
600784,16575
600060,16522
600770,16460
600572,16448
600067,16397
600202,16394
600501,16334
600528,16288
600197,16061
600748,16002
600191,15998
600532,15970
601299,15894
600868,15861
600130,15846
600731,15844
600066,15805
600311,15801
600320,15733
600119,15713
600995,15675
600325,15614
601188,15578
600004,15578
600652,15555
601699,15544
600588,15531
600877,15522
600055,15480
600257,15287
600081,15277
600285,15255
600635,15253
600018,15252
600821,15230
600415,15211
600335,15201
600408,15169
600654,15155
600725,15055
600653,14786
601788,14725
600168,14671
600602,14641
600405,14559
600825,14485
600098,14398
600132,14394
600848,14327
600662,14327
600622,14291
601717,14268
600169,14262
600526,14192
600290,14090
600720,14059
600640,14041
113002,13990
600201,13976
601333,13964
600206,13849
600538,13826
600095,13795
600189,13773
600553,13762
600523,13710
600287,13705
600963,13702
600033,13698
600114,13671
600269,13597
600835,13595
601518,13591
601369,13567
601107,13561
600522,13526
600738,13480
600176,13471
600568,13467
600327,13459
600567,13395
600052,13357
600774,13330
600171,13330
601186,13321
600571,13234
600466,13224
600388,13190
601918,13089
600881,13072
600121,13029
600343,12995
600897,12995
600307,12990
600778,12970
600246,12952
600508,12941
600390,12847
601588,12841
600973,12816
600106,12592
600365,12541
600382,12512
600830,12481
600552,12475
600557,12434
600379,12420
600387,12412
600150,12381
600664,12371
600565,12357
600291,12322
600229,12321
600316,12284
600578,12259
600895,12255
600536,12252
600969,12233
600712,12223
600346,12141
600781,12125
600260,12123
600475,12108
600071,12102
600039,12061
600439,12049
600527,12044
600730,12043
600500,12035
600210,12026
601268,11914
600262,11849
600103,11830
600297,11822
600496,11803
510180,11802
600623,11792
600395,11683
600008,11657
600759,11558
600230,11555
600519,11535
600308,11532
600802,11479
600479,11433
600611,11424
600322,11419
600026,11398
600643,11386
600253,11333
600093,11329
600535,11251
600192,11216
600889,11213
600491,11210
600680,11150
600505,11100
600657,11084
600393,11074
600695,11069
600587,11068
600546,10919
600406,10914
601003,10890
600689,10887
600594,10862
600735,10844
600487,10770
600818,10711
600228,10688
600543,10589
600533,10560
600371,10514
600185,10500
600650,10481
600858,10462
601872,10430
600485,10406
600856,10360
600597,10359
600862,10356
600072,10348
600193,10347
600991,10342
600836,10320
600369,10309
600853,10243
600734,10201
600120,10199
600284,10160
600420,10157
600780,10137
600645,10102
600582,10074
600692,9998
600820,9982
600209,9950
600510,9899
600747,9870
600717,9866
600064,9835
600336,9834
600638,9833
600558,9825
600767,9819
600736,9805
600676,9766
601101,9708
600249,9653
600502,9635
600361,9601
600569,9594
600683,9571
600063,9570
600885,9561
600861,9559
600452,9517
600626,9503
600398,9470
600880,9469
600641,9415
600368,9356
601007,9351
600170,9342
600117,9309
600539,9296
600609,9253
600386,9211
600172,9110
600396,9088
600806,9074
600814,9061
600807,9059
600461,9055
600483,9043
600803,9032
600477,8993
601139,8895
600195,8888
600122,8863
600499,8841
600563,8810
600961,8769
600279,8749
600630,8696
600819,8690
600507,8682
600353,8678
600213,8676
600776,8655
600337,8654
600429,8603
600073,8569
600156,8568
600162,8522
600223,8510
600074,8489
600027,8444
600157,8419
600592,8414
600530,8407
600375,8406
600844,8347
600999,8321
600317,8294
600537,8262
600834,8256
600823,8194
600876,8179
600573,8165
600685,8138
600281,8135
601808,8131
600970,8115
600983,8048
600212,8002
600270,7996
600744,7981
600378,7969
600521,7968
600267,7963
600667,7961
600614,7959
600763,7957
601000,7942
600283,7936
600480,7914
600531,7901
600673,7862
600621,7860
600207,7845
600810,7764
600886,7756
600987,7751
600979,7745
600113,7695
600732,7616
600745,7578
600761,7554
600350,7549
601099,7540
600203,7513
600971,7481
600038,7419
600498,7393
600082,7312
600163,7309
600458,7264
600021,7256
600131,7244
601678,7236
600511,7234
600787,7209
601002,7198
600707,7177
600356,7173
600887,7139
600850,7109
600469,7088
600236,7068
600782,7067
600865,7062
600985,7021
600020,7004
600116,6980
600896,6979
600235,6952
600679,6944
600566,6925
600639,6901
600218,6874
600684,6852
600184,6851
600217,6829
600783,6821
600600,6816
600146,6808
600967,6780
600833,6710
600011,6707
600377,6705
600663,6703
600575,6682
600960,6681
600894,6678
600247,6677
600577,6675
600864,6656
600243,6642
600091,6637
600800,6623
601999,6609
600180,6564
600743,6556
600742,6551
600661,6522
600400,6485
600658,6470
600051,6448
600857,6415
600593,6391
600265,6382
204007,6280
600529,6265
600769,6260
600559,6259
600385,6253
600716,6206
600345,6183
601991,6161
600232,6147
600310,6064
600612,6053
600671,6003
600962,5964
600758,5957
600276,5950
600561,5935
600798,5870
600293,5868
600099,5864
600135,5857
600682,5851
600126,5739
600766,5713
600302,5711
600215,5696
600515,5694
600726,5671
600261,5669
600768,5665
900936,5629
600101,5619
600282,5613
600992,5607
600421,5601
600381,5565
600826,5550
600801,5545
600436,5519
600298,5503
600097,5491
600079,5484
600715,5461
600476,5452
600687,5450
600148,5450
600719,5445
600062,5435
600665,5427
600883,5400
600399,5382
601877,5368
600035,5331
600728,5313
600278,5260
600688,5258
600696,5252
600551,5237
601005,5214
600319,5192
900948,5190
600318,5181
600976,5128
600012,5109
600620,5092
600076,5090
600299,5088
600678,5081
600828,5077
600822,5036
600891,5023
900957,4963
600448,4952
600248,4936
600080,4902
600520,4856
600468,4854
600693,4835
600070,4831
600990,4822
600757,4729
510020,4721
600493,4699
600084,4672
600871,4655
600190,4647
600764,4640
600272,4633
600746,4601
600061,4533
600149,4531
600785,4525
600576,4525
600403,4524
600275,4497
600775,4476
600829,4458
600136,4455
600869,4419
600794,4413
600315,4413
600560,4400
600619,4384
600242,4376
600859,4339
600615,4321
600714,4319
600446,4316
600890,4315
600182,4253
600873,4217
600137,4196
600656,4166
600724,4104
600340,4036
600629,3985
600007,3954
600613,3949
600845,3924
600870,3804
600167,3767
600548,3719
600854,3718
600338,3708
600463,3698
600809,3676
600083,3663
600053,3654
600860,3646
600490,3628
